Country Name,Country Code,Year,Literacy Rate,Unemployment Rate,GDP per Capita,Infant Mortality Rate,Health Expenditure,Poverty Rate,Region,IncomeGroup
South Sudan,SSD,2012,91.0,12.896,1417.38566439045,74.0,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Slovak Republic,SVK,2012,91.0,13.966,27022.7747321382,5.4,2035.44789904929,0.5,Europe & Central Asia,High income
Slovenia,SVN,2012,91.0,8.841,28786.7105517686,2.4,2533.16029226746,0.0,Europe & Central Asia,High income
Sweden,SWE,2012,91.0,7.976,45206.9864434727,2.4,4896.02350489171,0.5,Europe & Central Asia,High income
Eswatini,SWZ,2012,91.0,25.128,7756.33825656685,58.0,620.829379500736,1.8,Sub-Saharan Africa,Lower middle income
Chad,TCD,2012,91.0,0.9,2435.1240819184,78.6,64.7736924680041,1.8,Sub-Saharan Africa,Low income
Togo,TGO,2012,91.0,2.03,1645.31381856677,49.8,75.9783014688996,1.8,Sub-Saharan Africa,Low income
Thailand,THA,2012,91.0,0.58,14616.6497925392,11.3,511.822538455228,0.4,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2012,91.0,11.444,2679.0692960897,27.2,161.654376123805,1.8,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2012,91.0,3.986,11035.451277853,33.9,522.247505462826,1.8,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2012,91.0,3.468,2386.13589971758,48.2,163.677037816383,1.8,East Asia & Pacific,Lower middle income
Tonga,TON,2012,91.0,1.643,4996.44460870387,10.2,366.488775502433,1.8,East Asia & Pacific,Upper middle income
United States,USA,2012,91.0,8.069,51708.3940614082,6.0,8262.29071793495,1.0,North America,High income
Uzbekistan,UZB,2012,91.0,4.87,6168.13764755172,23.5,342.221920842473,1.8,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2012,91.0,19.867,10988.5026140095,17.9,488.92749527264,1.8,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2012,91.0,6.601,8849.52577762818,15.1,554.7110165040115,1.8,Latin America & Caribbean,
Virgin Islands (U.S.),VIR,2012,91.0,12.109,33878.983108434,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Viet Nam,VNM,2012,91.0,1.027,6376.79765706172,16.2,317.618932672192,3.7,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2012,91.0,4.951,2834.1263087371,16.3,111.54966808759,1.8,East Asia & Pacific,Lower middle income
Samoa,WSM,2012,91.0,8.752,5338.73979322922,15.1,266.331593445346,1.8,East Asia & Pacific,Upper middle income
"Yemen, Rep.",YEM,2012,91.0,13.473,3004.92091432836,43.7,156.133732728589,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Zambia,ZMB,2012,91.0,7.85,3323.63312219856,46.4,134.295622056951,1.8,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2012,91.0,5.061,2271.5447352458,59.9,156.08661427932,1.8,Sub-Saharan Africa,Lower middle income
Afghanistan,AFG,2013,91.0,7.93,2133.24127098647,68.7,177.620084430486,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Angola,AGO,2013,91.0,16.492,7561.03920495179,56.7,208.746520550018,1.8,Sub-Saharan Africa,Lower middle income
Albania,ALB,2013,91.0,15.866,10588.157876701,8.0,661.308883729337,1.8,Europe & Central Asia,Upper middle income
Argentina,ARG,2013,91.0,7.1,19928.989490167,10.9,1951.52562630035,1.1,Latin America & Caribbean,Upper middle income
Armenia,ARM,2013,91.0,16.576,9454.87852836557,14.1,1006.73418614018,2.9,Europe & Central Asia,Upper middle income
Australia,AUS,2013,91.0,5.663,45930.8505081503,3.5,4160.10514657905,1.8,East Asia & Pacific,High income
Austria,AUT,2013,91.0,5.367,47519.8522796571,3.3,4945.44978133731,0.3,Europe & Central Asia,High income
Burundi,BDI,2013,91.0,1.584,687.365920077706,46.3,58.4285327473956,75.8,Sub-Saharan Africa,Low income
Belgium,BEL,2013,91.0,8.425,43864.1204196838,3.5,4626.93283555189,0.1,Europe & Central Asia,High income
Benin,BEN,2013,91.0,2.099,2511.65309588333,59.7,71.5515854828271,1.8,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2013,91.0,4.055,1642.89213125776,59.8,90.3418686591162,1.8,Sub-Saharan Africa,Low income
Bulgaria,BGR,2013,91.0,12.941,16893.8166887927,7.8,1185.87098865958,3.3,Europe & Central Asia,High income
Bahrain,BHR,2013,91.0,1.182,56310.3117458189,6.5,2320.73579061016,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
"Bahamas, The",BHS,2013,91.0,16.18,30294.4768305201,12.6,1726.69244954796,1.8,Latin America & Caribbean,High income
Belarus,BLR,2013,91.0,5.937,19014.0529737698,3.5,1079.41331305323,0.0,Europe & Central Asia,Upper middle income
Belize,BLZ,2013,91.0,8.349,9514.40354285543,14.2,415.864763258351,1.8,Latin America & Caribbean,Upper middle income
Bolivia,BOL,2013,91.0,2.437,6589.67145543799,29.9,364.461783200133,6.8,Latin America & Caribbean,Lower middle income
Barbados,BRB,2013,91.0,11.55,18004.6691202993,12.2,1161.59509031102,1.8,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2013,91.0,6.655,83237.1470918238,8.4,1564.31239200383,1.8,East Asia & Pacific,High income
Bhutan,BTN,2013,91.0,2.87,8666.91063590069,26.5,279.216914480433,1.8,South Asia,Lower middle income
Canada,CAN,2013,91.0,7.143,44301.0562529133,4.8,4597.03412117261,0.5,North America,High income
Switzerland,CHE,2013,91.0,4.747,61656.4661708516,3.8,6585.5283450953,0.0,Europe & Central Asia,High income
China,CHN,2013,91.0,4.6,12228.3736084197,9.7,556.531993185271,6.2,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2013,91.0,4.255,3619.01790854865,62.8,134.104527299192,1.8,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2013,91.0,3.685,3238.86829843733,57.4,117.240727960681,1.8,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2013,91.0,4.468,712.439006688802,59.9,25.3030101872699,1.8,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2013,91.0,19.827,5833.86336651436,37.2,112.2585672436,1.8,Sub-Saharan Africa,Lower middle income
Colombia,COL,2013,91.0,9.246,12779.8865818318,14.8,890.82948605486,9.9,Latin America & Caribbean,Upper middle income
Comoros,COM,2013,91.0,4.118,2832.52867837396,44.0,143.296825691703,1.8,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2013,91.0,11.392,6367.28001322501,20.5,306.15161485385,1.8,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2013,91.0,8.218,15232.0771529214,8.2,1192.54366709303,2.6,Latin America & Caribbean,High income
Cuba,CUB,2013,91.0,3.29,8849.52577762818,4.7,2225.83225311206,1.8,Latin America & Caribbean,Upper middle income
Cyprus,CYP,2013,91.0,16.131,30451.755859375,2.5,2100.01552880004,0.1,Europe & Central Asia,High income
Czechia,CZE,2013,91.0,6.953,31013.0082933831,2.5,2309.53893837499,0.0,Europe & Central Asia,High income
Germany,DEU,2013,91.0,5.316,45889.0173022052,3.3,4956.39341116802,0.0,Europe & Central Asia,High income
Djibouti,DJI,2013,91.0,26.157,3762.2819610399,59.9,107.486069394859,31.2,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Denmark,DNK,2013,91.0,7.384,46869.1932887749,3.5,4837.09050894099,0.3,Europe & Central Asia,High income
Algeria,DZA,2013,91.0,9.82,14370.820661674,22.7,801.447766244657,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Eritrea,ERI,2013,91.0,5.423,8849.52577762818,34.4,79.8735894913598,1.8,Sub-Saharan Africa,Low income
Estonia,EST,2013,91.0,8.631,27831.1526234213,2.8,1722.09828175637,1.1,Europe & Central Asia,High income
Ethiopia,ETH,2013,91.0,2.251,1252.86896408004,52.2,50.6841130523958,1.8,Sub-Saharan Africa,
Finland,FIN,2013,91.0,8.193,41325.8052072321,2.1,4068.48588269927,0.1,Europe & Central Asia,High income
Fiji,FJI,2013,91.0,4.357,9006.75600061022,15.9,312.296642271613,1.6,East Asia & Pacific,Upper middle income
France,FRA,2013,91.0,9.913,39583.3520435045,3.1,4531.45312893005,0.1,Europe & Central Asia,High income
Gabon,GAB,2013,91.0,19.794,14497.9921216902,35.2,407.835109930314,1.8,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2013,91.0,7.704,39947.5369562562,4.0,4000.62926462336,0.2,Europe & Central Asia,High income
Georgia,GEO,2013,91.0,19.416,10797.3423273476,9.6,816.443330576273,14.9,Europe & Central Asia,Upper middle income
Ghana,GHA,2013,91.0,2.173,5214.56935848794,40.5,236.239930721495,1.8,Sub-Saharan Africa,Lower middle income
Guinea,GIN,2013,91.0,4.967,1842.00227737409,72.3,61.0166340140961,1.8,Sub-Saharan Africa,Lower middle income
Guinea-Bissau,GNB,2013,91.0,3.162,1415.82511935379,59.4,99.0174490008148,1.8,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2013,91.0,7.86,27909.5175876754,67.6,456.377121302804,1.8,Sub-Saharan Africa,Upper middle income
Greece,GRC,2013,91.0,27.686,25730.8809006664,3.5,2185.09136811701,1.5,Europe & Central Asia,High income
Guam,GUM,2013,91.0,11.5,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Guyana,GUY,2013,91.0,12.303,11199.8874744089,32.0,424.312223683973,1.8,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2013,91.0,3.4,53517.419549888,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Croatia,HRV,2013,91.0,17.251,22432.2396385494,4.3,1420.10207796252,1.2,Europe & Central Asia,High income
Haiti,HTI,2013,91.0,13.642,3042.4970687871,52.4,123.313312611303,1.8,Latin America & Caribbean,Lower middle income
Hungary,HUN,2013,91.0,10.177,24591.6380503055,4.7,1773.08559698129,0.5,Europe & Central Asia,High income
Indonesia,IDN,2013,91.0,4.336,9866.01699250847,24.1,284.301186239696,27.2,East Asia & Pacific,Upper middle income
India,IND,2013,91.0,7.711,5014.3505659078,40.5,187.424902305692,1.8,South Asia,Lower middle income
Ireland,IRL,2013,91.0,13.735,48838.7719825525,3.3,4931.94417212079,0.7,Europe & Central Asia,High income
Iraq,IRQ,2013,91.0,9.205,14668.5432764995,28.4,410.05947735211,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Iceland,ISL,2013,91.0,5.376,44409.6689530904,2.0,3651.99720634196,0.1,Europe & Central Asia,High income
Israel,ISR,2013,91.0,6.137,34827.3647351146,3.3,2514.02722792017,0.5,"Middle East, North Africa, Afghanistan & Pakistan",High income
Italy,ITA,2013,91.0,12.149,36459.2950248716,3.1,3216.07181060038,1.6,Europe & Central Asia,High income
Jamaica,JAM,2013,91.0,9.698,8630.24204465441,17.8,429.575730183182,1.8,Latin America & Caribbean,Upper middle income
Jordan,JOR,2013,91.0,12.6,9816.59855653123,15.8,712.10605481184,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Japan,JPN,2013,91.0,4.038,39402.0250988025,2.2,4196.74755288533,1.0,East Asia & Pacific,High income
Kazakhstan,KAZ,2013,91.0,5.2,23754.1341952117,11.7,633.167042292422,0.1,Europe & Central Asia,Upper middle income
Kenya,KEN,2013,91.0,2.764,3106.39394464885,40.9,154.554665440907,1.8,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2013,91.0,3.153,4000.96295765107,21.5,326.574222849188,13.5,Europe & Central Asia,Lower middle income
Cambodia,KHM,2013,91.0,0.438,3890.94841205221,30.8,214.302804861922,1.8,East Asia & Pacific,Lower middle income
"Korea, Rep.",KOR,2013,91.0,2.747,34244.3121393117,3.0,2176.6140969095,1.8,East Asia & Pacific,High income
Lao PDR,LAO,2013,91.0,1.757,5221.59855783339,51.4,125.593931487458,1.8,East Asia & Pacific,Lower middle income
Lebanon,LBN,2013,91.0,8.458,16315.6137748763,10.9,1089.04921892261,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Liberia,LBR,2013,91.0,2.08,1360.12910370155,65.7,89.4639143544537,1.8,Sub-Saharan Africa,Low income
Libya,LBY,2013,91.0,19.327,21151.0051911633,11.4,1140.04230998898,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
St. Lucia,LCA,2013,91.0,22.21,14009.9844560139,15.9,695.576027321,1.8,Latin America & Caribbean,Upper middle income
Sri Lanka,LKA,2013,91.0,4.186,11252.6311492148,8.1,400.260908787047,1.8,South Asia,Lower middle income
Lesotho,LSO,2013,91.0,15.97,2538.26310306049,72.8,289.112999182603,1.8,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2013,91.0,11.77,26563.3748975519,4.2,1629.12405098131,1.2,Europe & Central Asia,High income
Luxembourg,LUX,2013,91.0,6.045,100925.011992241,2.2,5346.19664668479,0.1,Europe & Central Asia,High income
Latvia,LVA,2013,91.0,11.867,21850.1266362473,5.0,1217.73131748186,1.5,Europe & Central Asia,High income
"Macao SAR, China",MAC,2013,91.0,1.82,149793.695123089,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Morocco,MAR,2013,91.0,9.23,7542.0986328125,24.0,398.386827687753,3.7,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Moldova,MDA,2013,91.0,1.873,8232.5238047368,14.6,584.493704655857,0.1,Europe & Central Asia,Upper middle income
Madagascar,MDG,2013,91.0,0.996,1473.40398077255,44.1,54.8618145900534,1.8,Sub-Saharan Africa,Low income
Maldives,MDV,2013,91.0,8.3,15264.0907112539,9.8,1251.58174241266,1.8,South Asia,Upper middle income
North Macedonia,MKD,2013,91.0,29.017,13662.8105827007,9.4,876.745714165422,7.4,Europe & Central Asia,Upper middle income
Mali,MLI,2013,91.0,1.516,2062.18261264161,72.3,67.7695837675778,1.8,Sub-Saharan Africa,Low income
Malta,MLT,2013,91.0,6.106,33138.1662633456,5.9,2766.5104790263,0.0,"Middle East, North Africa, Afghanistan & Pakistan",High income
Myanmar,MMR,2013,91.0,0.775,4143.63012731959,48.1,126.300920661939,1.8,East Asia & Pacific,Lower middle income
Montenegro,MNE,2013,91.0,19.585,14837.2269792637,4.2,1235.67679244584,5.2,Europe & Central Asia,Upper middle income
Mongolia,MNG,2013,91.0,4.231,10442.3850504493,17.3,435.942345082763,1.8,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2013,91.0,3.346,1113.7525275929,56.1,67.8087507433946,1.8,Sub-Saharan Africa,Low income
Malawi,MWI,2013,91.0,4.978,1558.11224745203,43.6,125.794320865351,1.8,Sub-Saharan Africa,Low income
Malaysia,MYS,2013,91.0,3.16,23160.8924510627,6.5,816.891776803539,0.1,East Asia & Pacific,Upper middle income
Namibia,NAM,2013,91.0,19.028,9699.2083777865,47.6,875.030700027166,1.8,Sub-Saharan Africa,Lower middle income
New Caledonia,NCL,2013,91.0,14.347,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Niger,NER,2013,91.0,1.397,1137.76904129571,69.2,50.2161261537824,1.8,Sub-Saharan Africa,Low income
Nigeria,NGA,2013,91.0,3.711,4973.78527551768,71.4,169.572087957443,1.8,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2013,91.0,5.28,4710.57243158513,16.0,356.793430907067,1.8,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2013,91.0,7.241,49622.0519614799,3.6,5219.26331978501,0.1,Europe & Central Asia,High income
Norway,NOR,2013,91.0,3.425,67377.9262258772,2.4,6012.88411098343,0.2,Europe & Central Asia,High income
Nepal,NPL,2013,91.0,10.687,2658.02196886933,35.6,122.063670950822,1.8,South Asia,Lower middle income
New Zealand,NZL,2013,91.0,5.839,36262.704728265,4.9,3383.42871050742,1.8,East Asia & Pacific,High income
Oman,OMN,2013,91.0,3.547,47013.4730934385,9.2,1185.20325556721,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Panama,PAN,2013,91.0,3.674,21923.6750939531,13.9,1410.39917259896,5.9,Latin America & Caribbean,High income
Peru,PER,2013,91.0,3.575,11290.5547403874,15.3,536.590086565753,8.6,Latin America & Caribbean,Upper middle income
Papua New Guinea,PNG,2013,91.0,2.692,3109.89537238113,42.6,93.2643814133582,1.8,East Asia & Pacific,Lower middle income
Poland,POL,2013,91.0,10.293,24433.8914344877,4.5,1575.0455734278,0.6,Europe & Central Asia,High income
Puerto Rico (US),PRI,2013,91.0,14.3,32279.4000290919,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,2013,91.0,2.928,8849.52577762818,19.3,554.7110165040115,1.8,East Asia & Pacific,Low income
Portugal,PRT,2013,91.0,16.188,27966.0874254705,2.9,2619.83284770793,1.0,Europe & Central Asia,High income
French Polynesia,PYF,2013,91.0,12.029,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Romania,ROU,2013,91.0,7.096,19678.1283038854,8.9,1026.13111512572,8.7,Europe & Central Asia,High income
Russian Federation,RUS,2013,91.0,5.513,26019.7265625,7.6,1314.77503516278,0.1,Europe & Central Asia,High income
Rwanda,RWA,2013,91.0,11.785,1512.24171253848,35.7,101.948945423484,65.2,Sub-Saharan Africa,Low income
Sudan,SDN,2013,91.0,16.3,3724.9599609375,51.3,262.289884500925,1.8,Sub-Saharan Africa,Low income
Solomon Islands,SLB,2013,91.0,0.694,2394.47003981955,20.2,109.767548314227,1.8,East Asia & Pacific,Lower middle income
Somalia,SOM,2013,91.0,19.013,944.404567280324,89.0,29.7520604202524,1.8,Sub-Saharan Africa,Low income
Serbia,SRB,2013,91.0,22.154,15246.9891206157,5.9,1359.00675129879,7.8,Europe & Central Asia,Upper middle income
South Sudan,SSD,2013,91.0,12.727,1916.8535588619,72.9,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2013,91.0,12.48,2945.73664283744,18.0,262.200616278053,1.8,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2013,91.0,6.6,16172.6961959961,19.8,777.078665856255,1.8,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2013,91.0,14.226,28075.4326236719,5.3,2101.07177884091,0.4,Europe & Central Asia,High income
Slovenia,SVN,2013,91.0,10.103,29634.0657611471,2.3,2621.22421026233,0.0,Europe & Central Asia,High income
Sweden,SWE,2013,91.0,8.052,46098.2321368832,2.4,5073.83773683369,0.7,Europe & Central Asia,High income
Eswatini,SWZ,2013,91.0,24.448,8233.6040681314,57.4,624.600505831007,1.8,Sub-Saharan Africa,Lower middle income
Chad,TCD,2013,91.0,0.948,2110.24705136988,76.6,61.804186712729,1.8,Sub-Saharan Africa,Low income
Togo,TGO,2013,91.0,2.085,1715.36169204481,48.3,81.199315949149,1.8,Sub-Saharan Africa,Low income
Tajikistan,TJK,2013,91.0,11.417,2918.56048007357,26.3,195.331613011203,1.8,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2013,91.0,3.983,11722.8086272577,33.7,592.850068838108,1.8,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2013,91.0,3.564,2566.03070650416,46.6,210.957798973149,1.8,East Asia & Pacific,Lower middle income
Tonga,TON,2013,91.0,1.754,5119.69475316836,10.0,210.05238427142,1.8,East Asia & Pacific,Upper middle income
Tunisia,TUN,2013,91.0,15.934,10671.569727457,16.2,689.685620964412,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Tanzania,TZA,2013,91.0,2.93,2176.21655273438,43.7,98.3280762069795,1.8,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2013,91.0,1.91,2044.88182485845,42.2,131.336120221215,1.8,Sub-Saharan Africa,Low income
Ukraine,UKR,2013,91.0,7.17,10903.8251953125,9.9,732.137028602117,0.1,Europe & Central Asia,Upper middle income
United States,USA,2013,91.0,7.375,53297.3862901595,5.9,8411.42846435849,1.0,North America,High income
St. Vincent and the Grenadines,VCT,2013,91.0,19.367,11624.8625142076,17.1,492.958738848083,1.8,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2013,91.0,7.54,8849.52577762818,15.4,554.7110165040115,1.8,Latin America & Caribbean,
Virgin Islands (U.S.),VIR,2013,91.0,12.55,32333.9108031447,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Viet Nam,VNM,2013,91.0,1.316,6758.40433634749,16.0,295.712817716626,1.8,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2013,91.0,5.058,2832.00606140469,16.0,124.461802599927,1.8,East Asia & Pacific,Lower middle income
Samoa,WSM,2013,91.0,8.773,5386.90063081914,15.0,335.208455730818,4.5,East Asia & Pacific,Upper middle income
"Yemen, Rep.",YEM,2013,91.0,13.673,3164.32154222887,42.4,156.977199921743,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Zambia,ZMB,2013,91.0,7.264,3477.28178777683,44.7,158.670891287896,1.8,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2013,91.0,4.943,2475.28833044285,57.0,173.586892422038,1.8,Sub-Saharan Africa,Lower middle income
Afghanistan,AFG,2014,91.0,7.915,2224.49074815215,66.4,201.790858687031,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Albania,ALB,2014,91.0,18.055,11317.2837770993,7.8,720.827111449012,3.7,Europe & Central Asia,Upper middle income
Argentina,ARG,2014,91.0,7.268,19487.4181748868,10.4,1887.98782273992,1.1,Latin America & Caribbean,Upper middle income
Armenia,ARM,2014,91.0,17.498,9736.2349746279,13.4,1018.0802204597,3.4,Europe & Central Asia,Upper middle income
Australia,AUS,2014,91.0,6.078,46903.770304139,3.4,4657.64439449205,0.5,East Asia & Pacific,High income
Austria,AUT,2014,91.0,5.674,48355.4977624407,3.2,5082.53693732986,0.2,Europe & Central Asia,High income
Belgium,BEL,2014,91.0,8.523,45147.6429534057,3.4,4778.3797955166,0.1,Europe & Central Asia,High income
Benin,BEN,2014,91.0,1.872,2670.41561399187,58.3,71.1130238363394,1.8,Sub-Saharan Africa,Lower middle income
Bulgaria,BGR,2014,91.0,11.424,17990.8269577441,7.3,1349.41742423242,2.7,Europe & Central Asia,High income
Bahrain,BHR,2014,91.0,1.141,54299.0564613228,6.4,2294.75409827024,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
"Bahamas, The",BHS,2014,91.0,13.8,31726.1740873862,12.4,1790.87891740639,1.8,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2014,91.0,27.517,11167.8674881233,5.9,1057.7266570534,1.8,Europe & Central Asia,Upper middle income
Belarus,BLR,2014,91.0,5.902,19037.8847440186,3.3,1021.52041308987,0.0,Europe & Central Asia,Upper middle income
Belize,BLZ,2014,91.0,8.244,9489.94683154866,13.6,454.445118123407,1.8,Latin America & Caribbean,Upper middle income
Bolivia,BOL,2014,91.0,2.021,7047.20153027989,28.4,410.620557322276,5.6,Latin America & Caribbean,Lower middle income
Barbados,BRB,2014,91.0,12.17,17752.5177240704,12.0,1081.80358657695,1.8,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2014,91.0,6.862,81225.5484781769,8.5,1531.71109244312,1.8,East Asia & Pacific,High income
Bhutan,BTN,2014,91.0,2.63,9323.39448941386,25.4,284.907844186352,1.8,South Asia,Lower middle income
Botswana,BWA,2014,91.0,18.514,15003.3197518349,48.4,877.457294750802,1.8,Sub-Saharan Africa,Upper middle income
Canada,CAN,2014,91.0,7.023,45758.1007297304,4.7,4679.89922868422,0.2,North America,High income
Switzerland,CHE,2014,91.0,4.826,63417.0438110319,3.8,6826.2792957136,0.0,Europe & Central Asia,High income
Chile,CHL,2014,91.0,6.483,22553.6161787372,7.0,1768.54225249527,1.8,Latin America & Caribbean,High income
China,CHN,2014,91.0,4.63,12941.5964809146,8.9,592.118883835102,4.7,East Asia & Pacific,Upper middle income
Cameroon,CMR,2014,91.0,3.534,3422.26128158344,55.4,147.868226489564,29.0,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2014,91.0,4.436,804.596634628245,58.0,31.8106883621453,1.8,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2014,91.0,19.691,5733.18393561256,36.1,111.409168060597,1.8,Sub-Saharan Africa,Lower middle income
Comoros,COM,2014,91.0,4.119,2937.61183759802,43.2,151.899804363255,31.4,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2014,91.0,11.674,6416.83301150977,19.0,309.770972326629,1.8,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2014,91.0,8.499,16393.8095428154,8.0,1274.35404246408,2.4,Latin America & Caribbean,High income
Cuba,CUB,2014,91.0,2.7,8849.52577762818,4.8,2711.55319284993,1.8,Latin America & Caribbean,Upper middle income
Cyprus,CYP,2014,91.0,16.277,30171.03125,2.4,2077.8763020072,0.1,Europe & Central Asia,High income
Czechia,CZE,2014,91.0,6.108,32743.489773169,2.5,2471.6316360658,0.0,Europe & Central Asia,High income
Germany,DEU,2014,91.0,4.979,47938.7968210418,3.3,5197.2390085644,0.0,Europe & Central Asia,High income
Djibouti,DJI,2014,91.0,26.173,3978.34667092554,58.3,114.065721215479,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Denmark,DNK,2014,91.0,6.925,47879.5955558233,3.5,4952.49914262719,0.2,Europe & Central Asia,High income
Algeria,DZA,2014,91.0,10.207,14694.143827383,22.3,867.791132308079,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Eritrea,ERI,2014,91.0,5.43,8849.52577762818,33.4,83.3938656146318,1.8,Sub-Saharan Africa,Low income
Estonia,EST,2014,91.0,7.352,29403.6584494815,2.6,1839.72734632874,1.0,Europe & Central Asia,High income
Ethiopia,ETH,2014,91.0,2.359,1484.63145566608,50.1,59.2337565707365,1.8,Sub-Saharan Africa,
Finland,FIN,2014,91.0,8.663,41547.0984485393,2.0,4084.22602599824,0.1,Europe & Central Asia,High income
Fiji,FJI,2014,91.0,4.325,10712.0289327958,16.0,360.930365572483,1.8,East Asia & Pacific,Upper middle income
France,FRA,2014,91.0,10.273,40218.1258637776,3.1,4636.94070263932,0.0,Europe & Central Asia,High income
Gabon,GAB,2014,91.0,19.916,14853.6712460355,34.6,370.703056705748,1.8,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2014,91.0,6.363,41266.8197795309,3.9,4103.74801774311,0.2,Europe & Central Asia,High income
Ghana,GHA,2014,91.0,4.415,5517.13178763566,39.1,217.128092307964,1.8,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2014,91.0,8.218,1933.70329718446,45.2,57.8561891224984,1.8,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2014,91.0,7.845,27177.271665026,65.5,473.847707337296,1.8,Sub-Saharan Africa,Upper middle income
Greece,GRC,2014,91.0,26.708,26450.181326726,3.6,2094.47959770264,2.0,Europe & Central Asia,High income
Guam,GUM,2014,91.0,7.6,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
"Hong Kong SAR, China",HKG,2014,91.0,3.296,54514.9268059819,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Croatia,HRV,2014,91.0,17.29,22708.2214919977,4.2,1475.16848777804,1.2,Europe & Central Asia,High income
Haiti,HTI,2014,91.0,13.755,3075.73843837062,51.2,136.321817938254,1.8,Latin America & Caribbean,Lower middle income
Hungary,HUN,2014,91.0,7.725,25796.2100959256,4.5,1808.39710749348,1.0,Europe & Central Asia,High income
India,IND,2014,91.0,7.674,5191.59149903249,38.5,187.03636645432,1.8,South Asia,Lower middle income
Ireland,IRL,2014,91.0,11.858,52640.7843918553,3.3,4885.84226970859,0.4,Europe & Central Asia,High income
